Text,Speaker,Episode,Season,Show
" Dude, come home!",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 What? Why?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Come home!,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Look, I can’t. What’s going on?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" I don’t know how to tell you this, but I think that Monica’s cheating on ya! I told you that you shouldn’t have married someone much hotter than you! Chandler looks at Monica. They nod then put their ears back to the phone. Joey walks out of his apartment and up to Monica’s door] Right, look. If you can’t come home and deal with this, then I'm gonna…",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 [Loudly] No!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I just heard him!,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 [Quiet] Can you hear him now?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" No. Right, I’m going in!",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 [Loudly] No! Wait!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Chandler starts to freak out on the spot],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Right. Just stay there. I'm coming home.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Great. I’ll see you when you get here. I’m gonna wait out in the hall in case the dude comes out.,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Is that really necessary?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Chandler, you have to tell Joey that you are not in Tulsa.",Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Don’t you think it’s better for him to think that you’re cheating on me than for him to think that I'm cheating on him? [Silence] I heard it!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I don’t want him to think that I'm having an affair.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Alright. I’ve got a plan. I’ll go down the fire escape…,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Yes. Because all good plans start with “I’ll just go down the fire escape…”,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Hear me out, woman! I’ll go down the fire escape, then I’ll wait for a while. Then, when I come back up the stairs, it’ll just be like I got back from Tulsa. Then, Joey and I will come in here and see that there is no guy in here.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
"[Chandler goes to the window, opens it, looks out, then comes back in]",,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Just gonna wait for a little while.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Scary pigeon’s back?,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 It’s huge!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Wow, that didn’t take long. I thought you said Tulsa was a three-hour flight?",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Well,… you’re forgetting about the time difference.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Huh, Chandler – you’re home!",Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" That’s right. Your husband’s home, so now the s*x can stop.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 What are you saying?,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Joey said that you’re in here with another man!,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Joey goes into Monica and Chandler’s bedroom. Banging can be heard],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 What’s he doing?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Bedroom’s clear, although you might need some new pillows.",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Alright, well, I’ll check the guest bedroom.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Chandler re-enters],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Nobody here, Joe.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
[Chandler looks at Monica],,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" I climb down the fire escape, and you can’t put that in the closet?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 What’s going on?,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I’m sorry. I told you that I was in Tulsa because I wanted to spend the night with Monica and I didn’t…didn’t know…didn’t think you’d understand.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I don’t know what to say. We shouldn’t have lied to you.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" I feel so bad. Is there, is there anything I can do to make it up to you?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" You could go to the game with me, even though I know you said you couldn’t, but then you lied to me, tricked me and gave me a bump on the head.",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 I’m sorry. That’s the one thing I can’t do. I promised that I’d be with Monica.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 You can go.,Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 [Turning around] What?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" You should go to the game. It’s okay, I want you to.",Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Really? Are you going to be okay?,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Yeah, it’ll be fine. Y’know, maybe I’ll stay and practice the art of seduction.",Monica,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" You’re gonna put sweats on and clean, aren’t ya?",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Thanks, here’s ya ticket.",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Thanks. Listen, I’m never gonna lie to you again.",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 Okay.,Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 And I want you to know that no-one thinks that you are stupid.,Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Thanks, man. [They walk down the hall. Chandler looks at his ticket. Turns around and heads back to his apartment.] Where ya going?",Joey,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
" Game’s tomorrow night, Joe. [Enters apartment]",Chandler,Episode-09-The One With Rachel’s Phone Number,Season-09,Friends
 (smiling) Uh-huh.,Phoebe,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" (coming from the bedroom) Say goodbye elves, I'm off to Tulsa.",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 You're really not coming back?,Ross,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Yeah, we have all this paperwork that needs to be filed by",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" It's so unfair, you don't even like your job!",Monica,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" So, who does?",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 I can't get *enough* dinosaurs!,Ross,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 I'm sorry I won't be here.,Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
I understand.,,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 Thanks. (they kiss) I'll see you new year's day.,Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 (shocked) You're not gonna be here new year's eve??,Monica,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 Did I not mention that?,Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 No!,Monica,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" (thinks for a second, then waves his arms, exclaiming:)",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
his chair.],,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" All right everybody, I know that it's Christmas eve and you'd",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 Hey.,Others,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 Hey. Where've you been?,Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
of ham falls out.),,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" (to the others) You hear that? You may not be with your familys,",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 My kid's in a play right now.,Claudia,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Y'know what, I know what will cheer you guys up! (he starts",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
"the New York City Ballet"".",,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Well, that's like money in your pocket! - Alright look, you want",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 *Now* it feels like Christmas.,Wendy,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" I'm sorry. Hey, at least you guys get to go home and be with",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 You can come to my house!,Nick,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Haha, no thanks!",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 That was a nice pep-talk.,Wendy,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Oh, thanks! I'm... actually thinking about becoming a",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" So, if you were home right now, what would you be doing?",Wendy,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Typical Christmas-y stuff, you know? Our holidays are pretty",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
closet.,,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" I can save you time ladies, I'm right here.",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 We are looking for our Christmas presents from Monica.,Rachel,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
 What? That's terrible!,Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" No-no, we do it every year!",Phoebe,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Oh well, that, that makes it not terrible.",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
"then we're gonna go over to Joey's and search, OK?",,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" No not okay, you can't look for Monica's presents!",Chandler,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
" Oh no, we have to!",Phoebe,Episode-10-The One With Christmas In Tulsa,Season-09,Friends
